fen,side,wdl,dtz
B7/8/8/8/8/8/8/K1k3B1 w - - 0 1,w,2,22
B7/8/8/8/8/8/8/K1k3B1 b - - 0 1,b,-2,-27
2B5/8/8/8/8/8/8/K1k3B1 w - - 0 1,w,2,20
2B5/8/8/8/8/8/8/K1k3B1 b - - 0 1,b,-2,-21
4B3/8/8/8/8/8/8/K1k3B1 w - - 0 1,w,2,20
4B3/8/8/8/8/8/8/K1k3B1 b - - 0 1,b,-2,-21
6B1/8/8/8/8/8/8/K1k3B1 w - - 0 1,w,2,20
6B1/8/8/8/8/8/8/K1k3B1 b - - 0 1,b,-2,-23
8/8/8/8/8/8/1B6/K1k4B b - - 0 1,b,-2,-31
8/8/8/8/8/8/3B4/K1k4B b - - 0 1,b,0,0
8/8/8/8/8/8/5B2/K1k4B w - - 0 1,w,2,20
8/8/8/8/8/8/5B2/K1k4B b - - 0 1,b,-2,-27
8/8/8/8/8/8/7B/K1k4B w - - 0 1,w,2,28
8/8/8/8/8/8/7B/K1k4B b - - 0 1,b,-2,-29
8/8/8/8/8/B7/8/K1k4B b - - 0 1,b,-2,-29
8/8/8/8/8/2B5/8/K1k4B w - - 0 1,w,2,16
8/8/8/8/8/2B5/8/K1k4B b - - 0 1,b,-2,-31
8/8/8/8/8/4B3/8/K1k4B b - - 0 1,b,-2,-27
8/8/8/8/8/6B1/8/K1k4B w - - 0 1,w,2,28
8/8/8/8/8/6B1/8/K1k4B b - - 0 1,b,-2,-29
8/8/8/8/1B6/8/8/K1k4B w - - 0 1,w,2,14
8/8/8/8/1B6/8/8/K1k4B b - - 0 1,b,-2,-29
8/8/8/8/3B4/8/8/K1k4B w - - 0 1,w,2,20
8/8/8/8/3B4/8/8/K1k4B b - - 0 1,b,-2,-27
8/8/8/8/5B2/8/8/K1k4B b - - 0 1,b,-2,-29
8/8/8/8/7B/8/8/K1k4B w - - 0 1,w,2,28
8/8/8/8/7B/8/8/K1k4B b - - 0 1,b,-2,-31
8/8/8/B7/8/8/8/K1k4B w - - 0 1,w,2,16
8/8/8/B7/8/8/8/K1k4B b - - 0 1,b,-2,-19
8/8/8/2B5/8/8/8/K1k4B w - - 0 1,w,2,20
8/8/8/2B5/8/8/8/K1k4B b - - 0 1,b,-2,-27
8/8/8/4B3/8/8/8/K1k4B w - - 0 1,w,2,28
8/8/8/4B3/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/8/8/6B1/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/8/1B6/8/8/8/8/K1k4B w - - 0 1,w,2,20
8/8/1B6/8/8/8/8/K1k4B b - - 0 1,b,-2,-25
8/8/3B4/8/8/8/8/K1k4B w - - 0 1,w,2,28
8/8/3B4/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/8/5B2/8/8/8/8/K1k4B w - - 0 1,w,2,28
8/8/5B2/8/8/8/8/K1k4B b - - 0 1,b,-2,-31
8/8/7B/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/B7/8/8/8/8/8/K1k4B w - - 0 1,w,2,22
8/B7/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-25
8/2B5/8/8/8/8/8/K1k4B w - - 0 1,w,2,20
8/2B5/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/4B3/8/8/8/8/8/K1k4B w - - 0 1,w,2,28
8/4B3/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
8/6B1/8/8/8/8/8/K1k4B w - - 0 1,w,2,28
8/6B1/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-31
1B6/8/8/8/8/8/8/K1k4B w - - 0 1,w,2,26
1B6/8/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
3B4/8/8/8/8/8/8/K1k4B w - - 0 1,w,2,20
3B4/8/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
5B2/8/8/8/8/8/8/K1k4B w - - 0 1,w,2,28
5B2/8/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-29
7B/8/8/8/8/8/8/K1k4B w - - 0 1,w,2,28
7B/8/8/8/8/8/8/K1k4B b - - 0 1,b,-2,-31
8/8/8/8/8/8/BB6/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/8/B2B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/B4B2/K1k5 w - - 0 1,w,2,18
8/8/8/8/8/8/B4B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/8/B6B/K1k5 w - - 0 1,w,2,24
8/8/8/8/8/8/B6B/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/8/B7/B7/K1k5 b - - 0 1,b,-2,-29
8/8/8/8/8/2B5/B7/K1k5 w - - 0 1,w,2,16
8/8/8/8/8/2B5/B7/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/4B3/B7/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/6B1/B7/K1k5 w - - 0 1,w,2,22
8/8/8/8/8/6B1/B7/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/1B6/8/B7/K1k5 w - - 0 1,w,2,14
8/8/8/8/1B6/8/B7/K1k5 b - - 0 1,b,-2,-15
8/8/8/8/3B4/8/B7/K1k5 w - - 0 1,w,2,18
8/8/8/8/3B4/8/B7/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/5B2/8/B7/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/7B/8/B7/K1k5 w - - 0 1,w,2,22
8/8/8/8/7B/8/B7/K1k5 b - - 0 1,b,-2,-33
8/8/8/B7/8/8/B7/K1k5 w - - 0 1,w,2,14
8/8/8/B7/8/8/B7/K1k5 b - - 0 1,b,-2,-15
8/8/8/2B5/8/8/B7/K1k5 w - - 0 1,w,2,16
8/8/8/2B5/8/8/B7/K1k5 b - - 0 1,b,-2,-21
8/8/8/4B3/8/8/B7/K1k5 w - - 0 1,w,2,20
8/8/8/4B3/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/8/8/6B1/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/8/1B6/8/8/8/B7/K1k5 w - - 0 1,w,2,16
8/8/1B6/8/8/8/B7/K1k5 b - - 0 1,b,-2,-21
8/8/3B4/8/8/8/B7/K1k5 w - - 0 1,w,2,16
8/8/3B4/8/8/8/B7/K1k5 b - - 0 1,b,-2,-29
8/8/5B2/8/8/8/B7/K1k5 w - - 0 1,w,2,20
8/8/5B2/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/8/7B/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/B7/8/8/8/8/B7/K1k5 w - - 0 1,w,2,20
8/B7/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-23
8/2B5/8/8/8/8/B7/K1k5 w - - 0 1,w,2,16
8/2B5/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/4B3/8/8/8/8/B7/K1k5 w - - 0 1,w,2,16
8/4B3/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-29
8/6B1/8/8/8/8/B7/K1k5 w - - 0 1,w,2,20
8/6B1/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
1B6/8/8/8/8/8/B7/K1k5 w - - 0 1,w,2,24
1B6/8/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-29
3B4/8/8/8/8/8/B7/K1k5 w - - 0 1,w,2,16
3B4/8/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
5B2/8/8/8/8/8/B7/K1k5 w - - 0 1,w,2,16
5B2/8/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-29
7B/8/8/8/8/8/B7/K1k5 w - - 0 1,w,2,20
7B/8/8/8/8/8/B7/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/8/8/1BB5/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/1B2B3/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/8/1B4B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/1B6/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/3B4/1B6/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/8/5B2/1B6/K1k5 b - - 0 1,b,-2,-29
8/8/8/8/8/7B/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/B7/8/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/2B5/8/1B6/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/4B3/8/1B6/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/6B1/8/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/8/1B6/8/8/1B6/K1k5 b - - 0 1,b,-2,-21
8/8/8/3B4/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
8/8/8/5B2/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
8/8/8/7B/8/8/1B6/K1k5 b - - 0 1,b,-2,-31
8/8/B7/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-21
8/8/2B5/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
8/8/4B3/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/6B1/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
8/1B6/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
8/3B4/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-33
8/5B2/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-31
8/7B/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-29
B7/8/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-31
2B5/8/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-33
4B3/8/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-31
6B1/8/8/8/8/8/1B6/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/8/2BB4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/2B2B2/K1k5 w - - 0 1,w,2,20
8/8/8/8/8/8/2B2B2/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/2B4B/K1k5 w - - 0 1,w,2,28
8/8/8/8/8/8/2B4B/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/B7/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/2B5/2B5/K1k5 w - - 0 1,w,2,14
8/8/8/8/8/2B5/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/4B3/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/6B1/2B5/K1k5 w - - 0 1,w,2,28
8/8/8/8/8/6B1/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/1B6/8/2B5/K1k5 w - - 0 1,w,2,14
8/8/8/8/1B6/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/3B4/8/2B5/K1k5 w - - 0 1,w,2,20
8/8/8/8/3B4/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/5B2/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/7B/8/2B5/K1k5 w - - 0 1,w,2,28
8/8/8/8/7B/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/B7/8/8/2B5/K1k5 w - - 0 1,w,2,14
8/8/8/B7/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/2B5/8/8/2B5/K1k5 w - - 0 1,w,2,20
8/8/8/2B5/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/4B3/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/8/8/4B3/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/6B1/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/1B6/8/8/8/2B5/K1k5 w - - 0 1,w,2,20
8/8/1B6/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/3B4/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/8/3B4/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/5B2/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/8/5B2/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/7B/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/B7/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,22
8/B7/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/2B5/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/2B5/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/4B3/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/4B3/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/6B1/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
8/6B1/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
1B6/8/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
1B6/8/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
3B4/8/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
3B4/8/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
5B2/8/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
5B2/8/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
7B/8/8/8/8/8/2B5/K1k5 w - - 0 1,w,2,28
7B/8/8/8/8/8/2B5/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/3BB3/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/3B2B1/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/1B6/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/3B4/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/5B2/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/7B/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/B7/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/2B5/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/4B3/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/6B1/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/1B6/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/3B4/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/5B2/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/7B/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/B7/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/2B5/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/4B3/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/6B1/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/1B6/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/3B4/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/5B2/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/7B/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
B7/8/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
2B5/8/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
4B3/8/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
6B1/8/8/8/8/8/3B4/K1k5 b - - 0 1,b,0,0
8/8/8/8/8/8/4BB2/K1k5 w - - 0 1,w,2,12
8/8/8/8/8/8/4BB2/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/8/8/4B2B/K1k5 w - - 0 1,w,2,20
8/8/8/8/8/8/4B2B/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/B7/4B3/K1k5 b - - 0 1,b,-2,-35
8/8/8/8/8/2B5/4B3/K1k5 w - - 0 1,w,2,10
8/8/8/8/8/2B5/4B3/K1k5 b - - 0 1,b,-2,-15
8/8/8/8/8/4B3/4B3/K1k5 b - - 0 1,b,-2,-17
8/8/8/8/8/6B1/4B3/K1k5 w - - 0 1,w,2,12
8/8/8/8/8/6B1/4B3/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/1B6/8/4B3/K1k5 w - - 0 1,w,2,12
8/8/8/8/1B6/8/4B3/K1k5 b - - 0 1,b,-2,-9
8/8/8/8/3B4/8/4B3/K1k5 w - - 0 1,w,2,16
8/8/8/8/3B4/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/5B2/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/7B/8/4B3/K1k5 w - - 0 1,w,2,12
8/8/8/8/7B/8/4B3/K1k5 b - - 0 1,b,-2,-35
8/8/8/B7/8/8/4B3/K1k5 w - - 0 1,w,2,10
8/8/8/B7/8/8/4B3/K1k5 b - - 0 1,b,-2,-11
8/8/8/2B5/8/8/4B3/K1k5 w - - 0 1,w,2,10
8/8/8/2B5/8/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/8/8/4B3/8/8/4B3/K1k5 w - - 0 1,w,2,16
8/8/8/4B3/8/8/4B3/K1k5 b - - 0 1,b,-2,-33
8/8/8/6B1/8/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/8/1B6/8/8/8/4B3/K1k5 w - - 0 1,w,2,12
8/8/1B6/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/8/3B4/8/8/8/4B3/K1k5 w - - 0 1,w,2,10
8/8/3B4/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-33
8/8/5B2/8/8/8/4B3/K1k5 w - - 0 1,w,2,16
8/8/5B2/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-35
8/8/7B/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-19
8/B7/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,18
8/B7/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-21
8/2B5/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,12
8/2B5/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-33
8/4B3/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,10
8/4B3/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-37
8/6B1/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,16
8/6B1/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-31
1B6/8/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,20
1B6/8/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-33
3B4/8/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,12
3B4/8/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-35
5B2/8/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,10
5B2/8/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-35
7B/8/8/8/8/8/4B3/K1k5 w - - 0 1,w,2,16
7B/8/8/8/8/8/4B3/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/8/5BB1/K1k5 w - - 0 1,w,2,18
8/8/8/8/8/8/5BB1/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/8/1B6/5B2/K1k5 w - - 0 1,w,2,1
8/8/8/8/8/1B6/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/3B4/5B2/K1k5 w - - 0 1,w,2,14
8/8/8/8/8/3B4/5B2/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/8/5B2/5B2/K1k5 w - - 0 1,w,2,16
8/8/8/8/8/5B2/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/7B/5B2/K1k5 w - - 0 1,w,2,18
8/8/8/8/8/7B/5B2/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/B7/8/5B2/K1k5 w - - 0 1,w,2,1
8/8/8/8/B7/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/2B5/8/5B2/K1k5 w - - 0 1,w,2,16
8/8/8/8/2B5/8/5B2/K1k5 b - - 0 1,b,-2,-17
8/8/8/8/4B3/8/5B2/K1k5 w - - 0 1,w,2,20
8/8/8/8/4B3/8/5B2/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/6B1/8/5B2/K1k5 w - - 0 1,w,2,16
8/8/8/8/6B1/8/5B2/K1k5 b - - 0 1,b,-2,-27
8/8/8/1B6/8/8/5B2/K1k5 w - - 0 1,w,2,16
8/8/8/1B6/8/8/5B2/K1k5 b - - 0 1,b,-2,-17
8/8/8/3B4/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/8/8/3B4/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/5B2/8/8/5B2/K1k5 w - - 0 1,w,2,20
8/8/8/5B2/8/8/5B2/K1k5 b - - 0 1,b,-2,-27
8/8/8/7B/8/8/5B2/K1k5 w - - 0 1,w,2,16
8/8/8/7B/8/8/5B2/K1k5 b - - 0 1,b,-2,-27
8/8/B7/8/8/8/5B2/K1k5 w - - 0 1,w,2,16
8/8/B7/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-17
8/8/2B5/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/8/2B5/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/4B3/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/8/4B3/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/6B1/8/8/8/5B2/K1k5 w - - 0 1,w,2,20
8/8/6B1/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-27
8/1B6/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/1B6/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/3B4/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/3B4/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/5B2/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
8/5B2/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/7B/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,20
8/7B/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-27
B7/8/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,20
B7/8/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-27
2B5/8/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
2B5/8/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
4B3/8/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
4B3/8/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
6B1/8/8/8/8/8/5B2/K1k5 w - - 0 1,w,2,18
6B1/8/8/8/8/8/5B2/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/8/6BB/K1k5 w - - 0 1,w,2,22
8/8/8/8/8/8/6BB/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/B7/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/2B5/6B1/K1k5 w - - 0 1,w,2,16
8/8/8/8/8/2B5/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/4B3/6B1/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/8/6B1/6B1/K1k5 w - - 0 1,w,2,20
8/8/8/8/8/6B1/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/1B6/8/6B1/K1k5 w - - 0 1,w,2,14
8/8/8/8/1B6/8/6B1/K1k5 b - - 0 1,b,-2,-19
8/8/8/8/3B4/8/6B1/K1k5 w - - 0 1,w,2,20
8/8/8/8/3B4/8/6B1/K1k5 b - - 0 1,b,-2,-21
8/8/8/8/5B2/8/6B1/K1k5 b - - 0 1,b,-2,-25
8/8/8/8/7B/8/6B1/K1k5 w - - 0 1,w,2,20
8/8/8/8/7B/8/6B1/K1k5 b - - 0 1,b,-2,-29
8/8/8/B7/8/8/6B1/K1k5 w - - 0 1,w,2,14
8/8/8/B7/8/8/6B1/K1k5 b - - 0 1,b,-2,-17
8/8/8/2B5/8/8/6B1/K1k5 w - - 0 1,w,2,20
8/8/8/2B5/8/8/6B1/K1k5 b - - 0 1,b,-2,-21
8/8/8/4B3/8/8/6B1/K1k5 w - - 0 1,w,2,22
8/8/8/4B3/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/6B1/8/8/6B1/K1k5 b - - 0 1,b,-2,-25
8/8/1B6/8/8/8/6B1/K1k5 w - - 0 1,w,2,18
8/8/1B6/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-21
8/8/3B4/8/8/8/6B1/K1k5 w - - 0 1,w,2,20
8/8/3B4/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/5B2/8/8/8/6B1/K1k5 w - - 0 1,w,2,22
8/8/5B2/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/7B/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-25
8/B7/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,20
8/B7/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-21
8/2B5/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,18
8/2B5/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/4B3/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,20
8/4B3/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/6B1/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,22
8/6B1/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
1B6/8/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,22
1B6/8/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
3B4/8/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,18
3B4/8/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
5B2/8/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,20
5B2/8/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
7B/8/8/8/8/8/6B1/K1k5 w - - 0 1,w,2,22
7B/8/8/8/8/8/6B1/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/1B6/7B/K1k5 w - - 0 1,w,2,1
8/8/8/8/8/1B6/7B/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/8/3B4/7B/K1k5 w - - 0 1,w,2,20
8/8/8/8/8/3B4/7B/K1k5 b - - 0 1,b,-2,-33
8/8/8/8/8/5B2/7B/K1k5 w - - 0 1,w,2,22
8/8/8/8/8/5B2/7B/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/8/7B/7B/K1k5 w - - 0 1,w,2,22
8/8/8/8/8/7B/7B/K1k5 b - - 0 1,b,-2,-29
8/8/8/8/B7/8/7B/K1k5 w - - 0 1,w,2,1
8/8/8/8/B7/8/7B/K1k5 b - - 0 1,b,-2,-31
8/8/8/8/2B5/8/7B/K1k5 w - - 0 1,w,2,20
8/8/8/8/2B5/8/7B/K1k5 b - - 0 1,b,-2,-23
8/8/8/8/4B3/8/7B/K1k5 w - - 0 1,w,2,20
8/8/8/8/4B3/8/7B/K1k5 b - - 0 1,b,-2,-27
8/8/8/8/6B1/8/7B/K1k5 w - - 0 1,w,2,22
8/8/8/8/6B1/8/7B/K1k5 b - - 0 1,b,-2,-29
8/8/8/1B6/8/8/7B/K1k5 w - - 0 1,w,2,20
8/8/8/1B6/8/8/7B/K1k5 b - - 0 1,b,-2,-21
8/8/8/3B4/8/8/7B/K1k5 w - - 0 1,w,2,24
8/8/8/3B4/8/8/7B/K1k5 b - - 0 1,b,-2,-27
8/8/8/5B2/8/8/7B/K1k5 w - - 0 1,w,2,20
8/8/8/5B2/8/8/7B/K1k5 b - - 0 1,b,-2,-29
8/8/8/7B/8/8/7B/K1k5 w - - 0 1,w,2,22
8/8/8/7B/8/8/7B/K1k5 b - - 0 1,b,-2,-29
8/8/B7/8/8/8/7B/K1k5 w - - 0 1,w,2,20
8/8/B7/8/8/8/7B/K1k5 b - - 0 1,b,-2,-21
8/8/2B5/8/8/8/7B/K1k5 w - - 0 1,w,2,22
