fen,wdl,dtz
2k5/8/8/8/8/8/8/3K4 b - - 0 1,0,
3k4/8/8/8/8/8/8/3K4 w - - 0 1,0,
3k4/8/8/8/8/8/8/3K4 b - - 0 1,0,
4k3/8/8/8/8/8/8/3K4 w - - 0 1,0,
4k3/8/8/8/8/8/8/3K4 b - - 0 1,0,
5k2/8/8/8/8/8/8/3K4 w - - 0 1,0,
5k2/8/8/8/8/8/8/3K4 b - - 0 1,0,
6k1/8/8/8/8/8/8/3K4 w - - 0 1,0,
6k1/8/8/8/8/8/8/3K4 b - - 0 1,0,
7k/8/8/8/8/8/8/3K4 w - - 0 1,0,
7k/8/8/8/8/8/8/3K4 b - - 0 1,0,
8/8/8/8/8/8/8/k3K3 w - - 0 1,0,
8/8/8/8/8/8/8/k3K3 b - - 0 1,0,
8/8/8/8/8/8/8/1k2K3 w - - 0 1,0,
8/8/8/8/8/8/8/1k2K3 b - - 0 1,0,
8/8/8/8/8/8/8/2k1K3 w - - 0 1,0,
8/8/8/8/8/8/8/2k1K3 b - - 0 1,0,
8/8/8/8/8/8/8/4K1k1 w - - 0 1,0,
8/8/8/8/8/8/8/4K1k1 b - - 0 1,0,
8/8/8/8/8/8/8/4K2k w - - 0 1,0,
8/8/8/8/8/8/8/4K2k b - - 0 1,0,
8/8/8/8/8/8/k7/4K3 w - - 0 1,0,
8/8/8/8/8/8/k7/4K3 b - - 0 1,0,
8/8/8/8/8/8/1k6/4K3 w - - 0 1,0,
8/8/8/8/8/8/1k6/4K3 b - - 0 1,0,
8/8/8/8/8/8/2k5/4K3 w - - 0 1,0,
8/8/8/8/8/8/2k5/4K3 b - - 0 1,0,
8/8/8/8/8/8/6k1/4K3 w - - 0 1,0,
8/8/8/8/8/8/6k1/4K3 b - - 0 1,0,
8/8/8/8/8/8/7k/4K3 w - - 0 1,0,
8/8/8/8/8/8/7k/4K3 b - - 0 1,0,
8/8/8/8/8/k7/8/4K3 w - - 0 1,0,
8/8/8/8/8/k7/8/4K3 b - - 0 1,0,
8/8/8/8/8/1k6/8/4K3 w - - 0 1,0,
8/8/8/8/8/1k6/8/4K3 b - - 0 1,0,
8/8/8/8/8/2k5/8/4K3 w - - 0 1,0,
8/8/8/8/8/2k5/8/4K3 b - - 0 1,0,
8/8/8/8/8/3k4/8/4K3 w - - 0 1,0,
8/8/8/8/8/3k4/8/4K3 b - - 0 1,0,
8/8/8/8/8/4k3/8/4K3 w - - 0 1,0,
8/8/8/8/8/4k3/8/4K3 b - - 0 1,0,
8/8/8/8/8/5k2/8/4K3 w - - 0 1,0,
8/8/8/8/8/5k2/8/4K3 b - - 0 1,0,
8/8/8/8/8/6k1/8/4K3 w - - 0 1,0,
8/8/8/8/8/6k1/8/4K3 b - - 0 1,0,
8/8/8/8/8/7k/8/4K3 w - - 0 1,0,
8/8/8/8/8/7k/8/4K3 b - - 0 1,0,
8/8/8/8/k7/8/8/4K3 w - - 0 1,0,
8/8/8/8/k7/8/8/4K3 b - - 0 1,0,
8/8/8/8/1k6/8/8/4K3 w - - 0 1,0,
8/8/8/8/1k6/8/8/4K3 b - - 0 1,0,
8/8/8/8/2k5/8/8/4K3 w - - 0 1,0,
8/8/8/8/2k5/8/8/4K3 b - - 0 1,0,
8/8/8/8/3k4/8/8/4K3 w - - 0 1,0,
8/8/8/8/3k4/8/8/4K3 b - - 0 1,0,
8/8/8/8/4k3/8/8/4K3 w - - 0 1,0,
8/8/8/8/4k3/8/8/4K3 b - - 0 1,0,
8/8/8/8/5k2/8/8/4K3 w - - 0 1,0,
8/8/8/8/5k2/8/8/4K3 b - - 0 1,0,
8/8/8/8/6k1/8/8/4K3 w - - 0 1,0,
8/8/8/8/6k1/8/8/4K3 b - - 0 1,0,
8/8/8/8/7k/8/8/4K3 w - - 0 1,0,
8/8/8/8/7k/8/8/4K3 b - - 0 1,0,
8/8/8/k7/8/8/8/4K3 w - - 0 1,0,
8/8/8/k7/8/8/8/4K3 b - - 0 1,0,
8/8/8/1k6/8/8/8/4K3 w - - 0 1,0,
8/8/8/1k6/8/8/8/4K3 b - - 0 1,0,
8/8/8/2k5/8/8/8/4K3 w - - 0 1,0,
8/8/8/2k5/8/8/8/4K3 b - - 0 1,0,
8/8/8/3k4/8/8/8/4K3 w - - 0 1,0,
8/8/8/3k4/8/8/8/4K3 b - - 0 1,0,
8/8/8/4k3/8/8/8/4K3 w - - 0 1,0,
8/8/8/4k3/8/8/8/4K3 b - - 0 1,0,
8/8/8/5k2/8/8/8/4K3 w - - 0 1,0,
8/8/8/5k2/8/8/8/4K3 b - - 0 1,0,
8/8/8/6k1/8/8/8/4K3 w - - 0 1,0,
8/8/8/6k1/8/8/8/4K3 b - - 0 1,0,
8/8/8/7k/8/8/8/4K3 w - - 0 1,0,
8/8/8/7k/8/8/8/4K3 b - - 0 1,0,
8/8/k7/8/8/8/8/4K3 w - - 0 1,0,
8/8/k7/8/8/8/8/4K3 b - - 0 1,0,
8/8/1k6/8/8/8/8/4K3 w - - 0 1,0,
8/8/1k6/8/8/8/8/4K3 b - - 0 1,0,
8/8/2k5/8/8/8/8/4K3 w - - 0 1,0,
8/8/2k5/8/8/8/8/4K3 b - - 0 1,0,
8/8/3k4/8/8/8/8/4K3 w - - 0 1,0,
8/8/3k4/8/8/8/8/4K3 b - - 0 1,0,
8/8/4k3/8/8/8/8/4K3 w - - 0 1,0,
8/8/4k3/8/8/8/8/4K3 b - - 0 1,0,
8/8/5k2/8/8/8/8/4K3 w - - 0 1,0,
8/8/5k2/8/8/8/8/4K3 b - - 0 1,0,
8/8/6k1/8/8/8/8/4K3 w - - 0 1,0,
8/8/6k1/8/8/8/8/4K3 b - - 0 1,0,
8/8/7k/8/8/8/8/4K3 w - - 0 1,0,
8/8/7k/8/8/8/8/4K3 b - - 0 1,0,
8/k7/8/8/8/8/8/4K3 w - - 0 1,0,
8/k7/8/8/8/8/8/4K3 b - - 0 1,0,
8/1k6/8/8/8/8/8/4K3 w - - 0 1,0,
8/1k6/8/8/8/8/8/4K3 b - - 0 1,0,
8/2k5/8/8/8/8/8/4K3 w - - 0 1,0,
8/2k5/8/8/8/8/8/4K3 b - - 0 1,0,
8/3k4/8/8/8/8/8/4K3 w - - 0 1,0,
8/3k4/8/8/8/8/8/4K3 b - - 0 1,0,
8/4k3/8/8/8/8/8/4K3 w - - 0 1,0,
8/4k3/8/8/8/8/8/4K3 b - - 0 1,0,
8/5k2/8/8/8/8/8/4K3 w - - 0 1,0,
8/5k2/8/8/8/8/8/4K3 b - - 0 1,0,
8/6k1/8/8/8/8/8/4K3 w - - 0 1,0,
8/6k1/8/8/8/8/8/4K3 b - - 0 1,0,
8/7k/8/8/8/8/8/4K3 w - - 0 1,0,
8/7k/8/8/8/8/8/4K3 b - - 0 1,0,
k7/8/8/8/8/8/8/4K3 w - - 0 1,0,
k7/8/8/8/8/8/8/4K3 b - - 0 1,0,
1k6/8/8/8/8/8/8/4K3 w - - 0 1,0,
1k6/8/8/8/8/8/8/4K3 b - - 0 1,0,
2k5/8/8/8/8/8/8/4K3 w - - 0 1,0,
2k5/8/8/8/8/8/8/4K3 b - - 0 1,0,
3k4/8/8/8/8/8/8/4K3 w - - 0 1,0,
3k4/8/8/8/8/8/8/4K3 b - - 0 1,0,
4k3/8/8/8/8/8/8/4K3 w - - 0 1,0,
4k3/8/8/8/8/8/8/4K3 b - - 0 1,0,
5k2/8/8/8/8/8/8/4K3 w - - 0 1,0,
5k2/8/8/8/8/8/8/4K3 b - - 0 1,0,
6k1/8/8/8/8/8/8/4K3 w - - 0 1,0,
6k1/8/8/8/8/8/8/4K3 b - - 0 1,0,
7k/8/8/8/8/8/8/4K3 w - - 0 1,0,
7k/8/8/8/8/8/8/4K3 b - - 0 1,0,
8/8/8/8/8/8/8/k4K2 w - - 0 1,0,
8/8/8/8/8/8/8/k4K2 b - - 0 1,0,
8/8/8/8/8/8/8/1k3K2 w - - 0 1,0,
8/8/8/8/8/8/8/1k3K2 b - - 0 1,0,
8/8/8/8/8/8/8/2k2K2 w - - 0 1,0,
8/8/8/8/8/8/8/2k2K2 b - - 0 1,0,
8/8/8/8/8/8/8/3k1K2 w - - 0 1,0,
8/8/8/8/8/8/8/3k1K2 b - - 0 1,0,
8/8/8/8/8/8/8/5K1k w - - 0 1,0,
8/8/8/8/8/8/8/5K1k b - - 0 1,0,
8/8/8/8/8/8/k7/5K2 w - - 0 1,0,
8/8/8/8/8/8/k7/5K2 b - - 0 1,0,
8/8/8/8/8/8/1k6/5K2 w - - 0 1,0,
8/8/8/8/8/8/1k6/5K2 b - - 0 1,0,
8/8/8/8/8/8/2k5/5K2 w - - 0 1,0,
8/8/8/8/8/8/2k5/5K2 b - - 0 1,0,
8/8/8/8/8/8/3k4/5K2 w - - 0 1,0,
8/8/8/8/8/8/3k4/5K2 b - - 0 1,0,
8/8/8/8/8/8/7k/5K2 w - - 0 1,0,
8/8/8/8/8/8/7k/5K2 b - - 0 1,0,
8/8/8/8/8/k7/8/5K2 w - - 0 1,0,
8/8/8/8/8/k7/8/5K2 b - - 0 1,0,
8/8/8/8/8/1k6/8/5K2 w - - 0 1,0,
8/8/8/8/8/1k6/8/5K2 b - - 0 1,0,
8/8/8/8/8/2k5/8/5K2 w - - 0 1,0,
8/8/8/8/8/2k5/8/5K2 b - - 0 1,0,
8/8/8/8/8/3k4/8/5K2 w - - 0 1,0,
8/8/8/8/8/3k4/8/5K2 b - - 0 1,0,
8/8/8/8/8/4k3/8/5K2 w - - 0 1,0,
8/8/8/8/8/4k3/8/5K2 b - - 0 1,0,
8/8/8/8/8/5k2/8/5K2 w - - 0 1,0,
8/8/8/8/8/5k2/8/5K2 b - - 0 1,0,
8/8/8/8/8/6k1/8/5K2 w - - 0 1,0,
8/8/8/8/8/6k1/8/5K2 b - - 0 1,0,
8/8/8/8/8/7k/8/5K2 w - - 0 1,0,
8/8/8/8/8/7k/8/5K2 b - - 0 1,0,
8/8/8/8/k7/8/8/5K2 w - - 0 1,0,
8/8/8/8/k7/8/8/5K2 b - - 0 1,0,
8/8/8/8/1k6/8/8/5K2 w - - 0 1,0,
8/8/8/8/1k6/8/8/5K2 b - - 0 1,0,
8/8/8/8/2k5/8/8/5K2 w - - 0 1,0,
8/8/8/8/2k5/8/8/5K2 b - - 0 1,0,
8/8/8/8/3k4/8/8/5K2 w - - 0 1,0,
8/8/8/8/3k4/8/8/5K2 b - - 0 1,0,
8/8/8/8/4k3/8/8/5K2 w - - 0 1,0,
8/8/8/8/4k3/8/8/5K2 b - - 0 1,0,
8/8/8/8/5k2/8/8/5K2 w - - 0 1,0,
8/8/8/8/5k2/8/8/5K2 b - - 0 1,0,
8/8/8/8/6k1/8/8/5K2 w - - 0 1,0,
8/8/8/8/6k1/8/8/5K2 b - - 0 1,0,
8/8/8/8/7k/8/8/5K2 w - - 0 1,0,
8/8/8/8/7k/8/8/5K2 b - - 0 1,0,
8/8/8/k7/8/8/8/5K2 w - - 0 1,0,
8/8/8/k7/8/8/8/5K2 b - - 0 1,0,
8/8/8/1k6/8/8/8/5K2 w - - 0 1,0,
8/8/8/1k6/8/8/8/5K2 b - - 0 1,0,
8/8/8/2k5/8/8/8/5K2 w - - 0 1,0,
8/8/8/2k5/8/8/8/5K2 b - - 0 1,0,
8/8/8/3k4/8/8/8/5K2 w - - 0 1,0,
8/8/8/3k4/8/8/8/5K2 b - - 0 1,0,
8/8/8/4k3/8/8/8/5K2 w - - 0 1,0,
8/8/8/4k3/8/8/8/5K2 b - - 0 1,0,
8/8/8/5k2/8/8/8/5K2 w - - 0 1,0,
8/8/8/5k2/8/8/8/5K2 b - - 0 1,0,
8/8/8/6k1/8/8/8/5K2 w - - 0 1,0,
8/8/8/6k1/8/8/8/5K2 b - - 0 1,0,
8/8/8/7k/8/8/8/5K2 w - - 0 1,0,
8/8/8/7k/8/8/8/5K2 b - - 0 1,0,
8/8/k7/8/8/8/8/5K2 w - - 0 1,0,
8/8/k7/8/8/8/8/5K2 b - - 0 1,0,
8/8/1k6/8/8/8/8/5K2 w - - 0 1,0,
8/8/1k6/8/8/8/8/5K2 b - - 0 1,0,
8/8/2k5/8/8/8/8/5K2 w - - 0 1,0,
8/8/2k5/8/8/8/8/5K2 b - - 0 1,0,
8/8/3k4/8/8/8/8/5K2 w - - 0 1,0,
8/8/3k4/8/8/8/8/5K2 b - - 0 1,0,
8/8/4k3/8/8/8/8/5K2 w - - 0 1,0,
8/8/4k3/8/8/8/8/5K2 b - - 0 1,0,
8/8/5k2/8/8/8/8/5K2 w - - 0 1,0,
8/8/5k2/8/8/8/8/5K2 b - - 0 1,0,
8/8/6k1/8/8/8/8/5K2 w - - 0 1,0,
8/8/6k1/8/8/8/8/5K2 b - - 0 1,0,
8/8/7k/8/8/8/8/5K2 w - - 0 1,0,
8/8/7k/8/8/8/8/5K2 b - - 0 1,0,
8/k7/8/8/8/8/8/5K2 w - - 0 1,0,
8/k7/8/8/8/8/8/5K2 b - - 0 1,0,
8/1k6/8/8/8/8/8/5K2 w - - 0 1,0,
8/1k6/8/8/8/8/8/5K2 b - - 0 1,0,
8/2k5/8/8/8/8/8/5K2 w - - 0 1,0,
8/2k5/8/8/8/8/8/5K2 b - - 0 1,0,
8/3k4/8/8/8/8/8/5K2 w - - 0 1,0,
8/3k4/8/8/8/8/8/5K2 b - - 0 1,0,
8/4k3/8/8/8/8/8/5K2 w - - 0 1,0,
8/4k3/8/8/8/8/8/5K2 b - - 0 1,0,
8/5k2/8/8/8/8/8/5K2 w - - 0 1,0,
8/5k2/8/8/8/8/8/5K2 b - - 0 1,0,
8/6k1/8/8/8/8/8/5K2 w - - 0 1,0,
8/6k1/8/8/8/8/8/5K2 b - - 0 1,0,
8/7k/8/8/8/8/8/5K2 w - - 0 1,0,
8/7k/8/8/8/8/8/5K2 b - - 0 1,0,
k7/8/8/8/8/8/8/5K2 w - - 0 1,0,
k7/8/8/8/8/8/8/5K2 b - - 0 1,0,
1k6/8/8/8/8/8/8/5K2 w - - 0 1,0,
1k6/8/8/8/8/8/8/5K2 b - - 0 1,0,
2k5/8/8/8/8/8/8/5K2 w - - 0 1,0,
2k5/8/8/8/8/8/8/5K2 b - - 0 1,0,
3k4/8/8/8/8/8/8/5K2 w - - 0 1,0,
3k4/8/8/8/8/8/8/5K2 b - - 0 1,0,
4k3/8/8/8/8/8/8/5K2 w - - 0 1,0,
4k3/8/8/8/8/8/8/5K2 b - - 0 1,0,
5k2/8/8/8/8/8/8/5K2 w - - 0 1,0,
5k2/8/8/8/8/8/8/5K2 b - - 0 1,0,
6k1/8/8/8/8/8/8/5K2 w - - 0 1,0,
6k1/8/8/8/8/8/8/5K2 b - - 0 1,0,
7k/8/8/8/8/8/8/5K2 w - - 0 1,0,
7k/8/8/8/8/8/8/5K2 b - - 0 1,0,
8/8/8/8/8/8/8/k5K1 w - - 0 1,0,
8/8/8/8/8/8/8/k5K1 b - - 0 1,0,
8/8/8/8/8/8/8/1k4K1 w - - 0 1,0,
8/8/8/8/8/8/8/1k4K1 b - - 0 1,0,
8/8/8/8/8/8/8/2k3K1 w - - 0 1,0,
8/8/8/8/8/8/8/2k3K1 b - - 0 1,0,
8/8/8/8/8/8/8/3k2K1 w - - 0 1,0,
8/8/8/8/8/8/8/3k2K1 b - - 0 1,0,
8/8/8/8/8/8/8/4k1K1 w - - 0 1,0,
8/8/8/8/8/8/8/4k1K1 b - - 0 1,0,
8/8/8/8/8/8/k7/6K1 w - - 0 1,0,
8/8/8/8/8/8/k7/6K1 b - - 0 1,0,
8/8/8/8/8/8/1k6/6K1 w - - 0 1,0,
8/8/8/8/8/8/1k6/6K1 b - - 0 1,0,
8/8/8/8/8/8/2k5/6K1 w - - 0 1,0,
8/8/8/8/8/8/2k5/6K1 b - - 0 1,0,
8/8/8/8/8/8/3k4/6K1 w - - 0 1,0,
8/8/8/8/8/8/3k4/6K1 b - - 0 1,0,
8/8/8/8/8/8/4k3/6K1 w - - 0 1,0,
8/8/8/8/8/8/4k3/6K1 b - - 0 1,0,
8/8/8/8/8/k7/8/6K1 w - - 0 1,0,
8/8/8/8/8/k7/8/6K1 b - - 0 1,0,
8/8/8/8/8/1k6/8/6K1 w - - 0 1,0,
8/8/8/8/8/1k6/8/6K1 b - - 0 1,0,
8/8/8/8/8/2k5/8/6K1 w - - 0 1,0,
8/8/8/8/8/2k5/8/6K1 b - - 0 1,0,
8/8/8/8/8/3k4/8/6K1 w - - 0 1,0,
8/8/8/8/8/3k4/8/6K1 b - - 0 1,0,
8/8/8/8/8/4k3/8/6K1 w - - 0 1,0,
8/8/8/8/8/4k3/8/6K1 b - - 0 1,0,
8/8/8/8/8/5k2/8/6K1 w - - 0 1,0,
8/8/8/8/8/5k2/8/6K1 b - - 0 1,0,
8/8/8/8/8/6k1/8/6K1 w - - 0 1,0,
8/8/8/8/8/6k1/8/6K1 b - - 0 1,0,
8/8/8/8/8/7k/8/6K1 w - - 0 1,0,
8/8/8/8/8/7k/8/6K1 b - - 0 1,0,
8/8/8/8/k7/8/8/6K1 w - - 0 1,0,
8/8/8/8/k7/8/8/6K1 b - - 0 1,0,
8/8/8/8/1k6/8/8/6K1 w - - 0 1,0,
8/8/8/8/1k6/8/8/6K1 b - - 0 1,0,
8/8/8/8/2k5/8/8/6K1 w - - 0 1,0,
8/8/8/8/2k5/8/8/6K1 b - - 0 1,0,
8/8/8/8/3k4/8/8/6K1 w - - 0 1,0,
8/8/8/8/3k4/8/8/6K1 b - - 0 1,0,
8/8/8/8/4k3/8/8/6K1 w - - 0 1,0,
8/8/8/8/4k3/8/8/6K1 b - - 0 1,0,
8/8/8/8/5k2/8/8/6K1 w - - 0 1,0,
8/8/8/8/5k2/8/8/6K1 b - - 0 1,0,
8/8/8/8/6k1/8/8/6K1 w - - 0 1,0,
8/8/8/8/6k1/8/8/6K1 b - - 0 1,0,
8/8/8/8/7k/8/8/6K1 w - - 0 1,0,
8/8/8/8/7k/8/8/6K1 b - - 0 1,0,
8/8/8/k7/8/8/8/6K1 w - - 0 1,0,
8/8/8/k7/8/8/8/6K1 b - - 0 1,0,
8/8/8/1k6/8/8/8/6K1 w - - 0 1,0,
8/8/8/1k6/8/8/8/6K1 b - - 0 1,0,
8/8/8/2k5/8/8/8/6K1 w - - 0 1,0,
8/8/8/2k5/8/8/8/6K1 b - - 0 1,0,
8/8/8/3k4/8/8/8/6K1 w - - 0 1,0,
8/8/8/3k4/8/8/8/6K1 b - - 0 1,0,
8/8/8/4k3/8/8/8/6K1 w - - 0 1,0,
8/8/8/4k3/8/8/8/6K1 b - - 0 1,0,
8/8/8/5k2/8/8/8/6K1 w - - 0 1,0,
8/8/8/5k2/8/8/8/6K1 b - - 0 1,0,
8/8/8/6k1/8/8/8/6K1 w - - 0 1,0,
8/8/8/6k1/8/8/8/6K1 b - - 0 1,0,
8/8/8/7k/8/8/8/6K1 w - - 0 1,0,
8/8/8/7k/8/8/8/6K1 b - - 0 1,0,
8/8/k7/8/8/8/8/6K1 w - - 0 1,0,
8/8/k7/8/8/8/8/6K1 b - - 0 1,0,
8/8/1k6/8/8/8/8/6K1 w - - 0 1,0,
8/8/1k6/8/8/8/8/6K1 b - - 0 1,0,
8/8/2k5/8/8/8/8/6K1 w - - 0 1,0,
8/8/2k5/8/8/8/8/6K1 b - - 0 1,0,
8/8/3k4/8/8/8/8/6K1 w - - 0 1,0,
8/8/3k4/8/8/8/8/6K1 b - - 0 1,0,
8/8/4k3/8/8/8/8/6K1 w - - 0 1,0,
8/8/4k3/8/8/8/8/6K1 b - - 0 1,0,
8/8/5k2/8/8/8/8/6K1 w - - 0 1,0,
8/8/5k2/8/8/8/8/6K1 b - - 0 1,0,
8/8/6k1/8/8/8/8/6K1 w - - 0 1,0,
8/8/6k1/8/8/8/8/6K1 b - - 0 1,0,
8/8/7k/8/8/8/8/6K1 w - - 0 1,0,
8/8/7k/8/8/8/8/6K1 b - - 0 1,0,
8/k7/8/8/8/8/8/6K1 w - - 0 1,0,
8/k7/8/8/8/8/8/6K1 b - - 0 1,0,
8/1k6/8/8/8/8/8/6K1 w - - 0 1,0,
8/1k6/8/8/8/8/8/6K1 b - - 0 1,0,
8/2k5/8/8/8/8/8/6K1 w - - 0 1,0,
8/2k5/8/8/8/8/8/6K1 b - - 0 1,0,
8/3k4/8/8/8/8/8/6K1 w - - 0 1,0,
8/3k4/8/8/8/8/8/6K1 b - - 0 1,0,
8/4k3/8/8/8/8/8/6K1 w - - 0 1,0,
8/4k3/8/8/8/8/8/6K1 b - - 0 1,0,
8/5k2/8/8/8/8/8/6K1 w - - 0 1,0,
8/5k2/8/8/8/8/8/6K1 b - - 0 1,0,
8/6k1/8/8/8/8/8/6K1 w - - 0 1,0,
8/6k1/8/8/8/8/8/6K1 b - - 0 1,0,
8/7k/8/8/8/8/8/6K1 w - - 0 1,0,
8/7k/8/8/8/8/8/6K1 b - - 0 1,0,
k7/8/8/8/8/8/8/6K1 w - - 0 1,0,
k7/8/8/8/8/8/8/6K1 b - - 0 1,0,
1k6/8/8/8/8/8/8/6K1 w - - 0 1,0,
1k6/8/8/8/8/8/8/6K1 b - - 0 1,0,
2k5/8/8/8/8/8/8/6K1 w - - 0 1,0,
2k5/8/8/8/8/8/8/6K1 b - - 0 1,0,
3k4/8/8/8/8/8/8/6K1 w - - 0 1,0,
3k4/8/8/8/8/8/8/6K1 b - - 0 1,0,
4k3/8/8/8/8/8/8/6K1 w - - 0 1,0,
4k3/8/8/8/8/8/8/6K1 b - - 0 1,0,
5k2/8/8/8/8/8/8/6K1 w - - 0 1,0,
5k2/8/8/8/8/8/8/6K1 b - - 0 1,0,
6k1/8/8/8/8/8/8/6K1 w - - 0 1,0,
6k1/8/8/8/8/8/8/6K1 b - - 0 1,0,
7k/8/8/8/8/8/8/6K1 w - - 0 1,0,
7k/8/8/8/8/8/8/6K1 b - - 0 1,0,
8/8/8/8/8/8/8/k6K w - - 0 1,0,
8/8/8/8/8/8/8/k6K b - - 0 1,0,
8/8/8/8/8/8/8/1k5K w - - 0 1,0,
8/8/8/8/8/8/8/1k5K b - - 0 1,0,
8/8/8/8/8/8/8/2k4K w - - 0 1,0,
8/8/8/8/8/8/8/2k4K b - - 0 1,0,
8/8/8/8/8/8/8/3k3K w - - 0 1,0,
8/8/8/8/8/8/8/3k3K b - - 0 1,0,
8/8/8/8/8/8/8/4k2K w - - 0 1,0,
8/8/8/8/8/8/8/4k2K b - - 0 1,0,
8/8/8/8/8/8/8/5k1K w - - 0 1,0,
8/8/8/8/8/8/8/5k1K b - - 0 1,0,
8/8/8/8/8/8/k7/7K w - - 0 1,0,
8/8/8/8/8/8/k7/7K b - - 0 1,0,
8/8/8/8/8/8/1k6/7K w - - 0 1,0,
8/8/8/8/8/8/1k6/7K b - - 0 1,0,
8/8/8/8/8/8/2k5/7K w - - 0 1,0,
8/8/8/8/8/8/2k5/7K b - - 0 1,0,
8/8/8/8/8/8/3k4/7K w - - 0 1,0,
8/8/8/8/8/8/3k4/7K b - - 0 1,0,
8/8/8/8/8/8/4k3/7K w - - 0 1,0,
8/8/8/8/8/8/4k3/7K b - - 0 1,0,
8/8/8/8/8/8/5k2/7K w - - 0 1,0,
8/8/8/8/8/8/5k2/7K b - - 0 1,0,
8/8/8/8/8/k7/8/7K w - - 0 1,0,
8/8/8/8/8/k7/8/7K b - - 0 1,0,
8/8/8/8/8/1k6/8/7K w - - 0 1,0,
8/8/8/8/8/1k6/8/7K b - - 0 1,0,
8/8/8/8/8/2k5/8/7K w - - 0 1,0,
8/8/8/8/8/2k5/8/7K b - - 0 1,0,
8/8/8/8/8/3k4/8/7K w - - 0 1,0,
8/8/8/8/8/3k4/8/7K b - - 0 1,0,
8/8/8/8/8/4k3/8/7K w - - 0 1,0,
8/8/8/8/8/4k3/8/7K b - - 0 1,0,
8/8/8/8/8/5k2/8/7K w - - 0 1,0,
8/8/8/8/8/5k2/8/7K b - - 0 1,0,
8/8/8/8/8/6k1/8/7K w - - 0 1,0,
8/8/8/8/8/6k1/8/7K b - - 0 1,0,
8/8/8/8/8/7k/8/7K w - - 0 1,0,
8/8/8/8/8/7k/8/7K b - - 0 1,0,
8/8/8/8/k7/8/8/7K w - - 0 1,0,
8/8/8/8/k7/8/8/7K b - - 0 1,0,
8/8/8/8/1k6/8/8/7K w - - 0 1,0,
8/8/8/8/1k6/8/8/7K b - - 0 1,0,
8/8/8/8/2k5/8/8/7K w - - 0 1,0,
8/8/8/8/2k5/8/8/7K b - - 0 1,0,
8/8/8/8/3k4/8/8/7K w - - 0 1,0,
8/8/8/8/3k4/8/8/7K b - - 0 1,0,
8/8/8/8/4k3/8/8/7K w - - 0 1,0,
8/8/8/8/4k3/8/8/7K b - - 0 1,0,
8/8/8/8/5k2/8/8/7K w - - 0 1,0,
8/8/8/8/5k2/8/8/7K b - - 0 1,0,
8/8/8/8/6k1/8/8/7K w - - 0 1,0,
8/8/8/8/6k1/8/8/7K b - - 0 1,0,
8/8/8/8/7k/8/8/7K w - - 0 1,0,
8/8/8/8/7k/8/8/7K b - - 0 1,0,
8/8/8/k7/8/8/8/7K w - - 0 1,0,
8/8/8/k7/8/8/8/7K b - - 0 1,0,
8/8/8/1k6/8/8/8/7K w - - 0 1,0,
8/8/8/1k6/8/8/8/7K b - - 0 1,0,
8/8/8/2k5/8/8/8/7K w - - 0 1,0,
8/8/8/2k5/8/8/8/7K b - - 0 1,0,
8/8/8/3k4/8/8/8/7K w - - 0 1,0,
8/8/8/3k4/8/8/8/7K b - - 0 1,0,
8/8/8/4k3/8/8/8/7K w - - 0 1,0,
8/8/8/4k3/8/8/8/7K b - - 0 1,0,
8/8/8/5k2/8/8/8/7K w - - 0 1,0,
8/8/8/5k2/8/8/8/7K b - - 0 1,0,
8/8/8/6k1/8/8/8/7K w - - 0 1,0,
8/8/8/6k1/8/8/8/7K b - - 0 1,0,
8/8/8/7k/8/8/8/7K w - - 0 1,0,
8/8/8/7k/8/8/8/7K b - - 0 1,0,
8/8/k7/8/8/8/8/7K w - - 0 1,0,
8/8/k7/8/8/8/8/7K b - - 0 1,0,
8/8/1k6/8/8/8/8/7K w - - 0 1,0,
8/8/1k6/8/8/8/8/7K b - - 0 1,0,
8/8/2k5/8/8/8/8/7K w - - 0 1,0,
8/8/2k5/8/8/8/8/7K b - - 0 1,0,
8/8/3k4/8/8/8/8/7K w - - 0 1,0,
8/8/3k4/8/8/8/8/7K b - - 0 1,0,
8/8/4k3/8/8/8/8/7K w - - 0 1,0,
8/8/4k3/8/8/8/8/7K b - - 0 1,0,
8/8/5k2/8/8/8/8/7K w - - 0 1,0,
8/8/5k2/8/8/8/8/7K b - - 0 1,0,
8/8/6k1/8/8/8/8/7K w - - 0 1,0,
8/8/6k1/8/8/8/8/7K b - - 0 1,0,
8/8/7k/8/8/8/8/7K w - - 0 1,0,
8/8/7k/8/8/8/8/7K b - - 0 1,0,
8/k7/8/8/8/8/8/7K w - - 0 1,0,
8/k7/8/8/8/8/8/7K b - - 0 1,0,
8/1k6/8/8/8/8/8/7K w - - 0 1,0,
8/1k6/8/8/8/8/8/7K b - - 0 1,0,
8/2k5/8/8/8/8/8/7K w - - 0 1,0,
8/2k5/8/8/8/8/8/7K b - - 0 1,0,
8/3k4/8/8/8/8/8/7K w - - 0 1,0,
8/3k4/8/8/8/8/8/7K b - - 0 1,0,
8/4k3/8/8/8/8/8/7K w - - 0 1,0,
8/4k3/8/8/8/8/8/7K b - - 0 1,0,
8/5k2/8/8/8/8/8/7K w - - 0 1,0,
8/5k2/8/8/8/8/8/7K b - - 0 1,0,
8/6k1/8/8/8/8/8/7K w - - 0 1,0,
8/6k1/8/8/8/8/8/7K b - - 0 1,0,
